ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,rank,zscore
BP,GO:1990874,vascular smooth muscle cell proliferation,29/4747,52/19395,1.3242024754370715e-6,2.8033291437786675e-5,1.844295489328071e-5,17390/30878/19737/18569/15446/12575/17260/12166/11606/100017/16011/76854/108058/327826/17261/16000/20656/14679/14678/19211/53817/11504/18591/60611/12797/14173/170731/11450/19016,29,289.5,2.7668807598219423
BP,GO:0050680,negative regulation of epithelial cell proliferation,59/4747,137/19395,1.324299968895442e-6,2.8033291437786675e-5,1.844295489328071e-5,66214/17260/19645/12389/12390/13386/19242/18053/21803/12579/22436/20583/18028/21808/16601/67661/11816/110351/11789/69601/211401/12034/20869/12361/13722/67866/68888/20846/14563/11946/214498/19272/268857/21825/94275/11983/18148/22418/20692/19211/20317/11819/55948/19015/13805/24071/18015/81896/79264/20293/19302/20901/13642/73916/71093/19274/20377/19016/14254,59,289.5,0.42519520276218714
BP,GO:0006754,ATP biosynthetic process,56/4747,128/19395,1.3315280303393147e-6,2.808976940715815e-5,1.848011145207773e-5,98496/103988/21803/228033/13808/20185/56428/56248/12048/57423/68197/11474/18640/11674/21991/16548/12499/107197/108155/56012/16337/66445/14751/52815/11947/58805/18293/12859/27425/11957/67126/241113/66043/11946/71679/16000/108099/11949/56421/17319/14635/269523/20848/66592/225913/14433/216805/19164/68837/11958/15251/18648/15277/28080/14430/11545,56,292,0.10540925533894598
BP,GO:0008154,actin polymerization or depolymerization,76/4747,190/19395,1.4918736566367308e-6,3.136498882212376e-5,2.063486106718669e-5,29816/104252/20740/268970/107351/20742/13800/20292/13717/11518/50884/12721/19241/73910/11629/63985/22323/19240/56699/76467/17974/211401/20356/27361/11848/218397/13043/231830/213556/17913/14489/194401/19229/243725/67384/22003/68089/16798/17973/104445/56378/30948/15894/50918/26401/27360/19353/22388/11840/50876/544963/14784/320502/22349/18709/56717/70420/21916/12808/56443/12345/277360/12340/20947/24088/101314/78757/207278/110380/76709/66824/320878/11472/23897/13169/74117,76,293,0.4423258684646914
BP,GO:0003300,cardiac muscle hypertrophy,46/4747,99/19395,1.522448897260052e-6,3.17907973122777e-5,2.0914998231761645e-5,16846/11549/17260/56458/74116/11606/22065/20191/56376/30926/11938/19878/108058/107951/19055/18021/21938/11534/14489/14381/14815/101490/66277/19877/328572/22632/16000/69642/15214/381290/18128/53817/17128/238161/56208/17258/30937/56717/14083/606496/23988/19735/67655/12391/11545/108655,46,294.5,1.5614503163088487
BP,GO:0034446,substrate adhesion-dependent cell spreading,46/4747,99/19395,1.522448897260052e-6,3.17907973122777e-5,2.0914998231761645e-5,57342/18606/15530/107351/16780/16776/14114/68813/226519/50706/23928/19303/16202/11350/14270/13640/231830/60595/330662/244895/21687/12928/109880/110253/16782/19324/14268/12261/57373/218952/50918/12317/16421/16401/19353/108911/22319/277360/14083/26362/20194/20377/231858/12929/76709/14366,46,294.5,1.7392228912822432
BP,GO:0014897,striated muscle hypertrophy,47/4747,102/19395,1.580240186161737e-6,3.2886079549852365e-5,2.1635578651218662e-5,16846/11549/17260/56458/74116/11606/22065/20191/16011/56376/30926/11938/19878/108058/107951/19055/18021/21938/11534/14489/14381/14815/101490/66277/19877/328572/22632/16000/69642/15214/381290/18128/53817/17128/238161/56208/17258/30937/56717/14083/606496/23988/19735/67655/12391/11545/108655,47,296,1.5562541278014344
BP,GO:0031669,cellular response to nutrient levels,74/4747,184/19395,1.6020782182022457e-6,3.3228288970120653e-5,2.1860716427710956e-5,12575/103988/17977/240752/18712/56458/12579/20583/54673/216443/74244/50706/230676/235344/57436/208643/12043/54170/57875/22282/52639/110147/56486/67443/13665/14645/67579/26413/14102/21848/12846/171543/74781/16784/14828/245670/21974/26419/223255/16500/223453/66734/18432/107045/12514/66840/15388/66615/16210/56208/13666/233833/74302/18604/16324/66148/245269/225326/20787/56717/217695/18534/78926/68441/18760/66354/277854/18704/74370/17927/235041/71999/72124/75669,74,297,5.962847939999439
BP,GO:1903320,regulation of protein modification by small protein conjugation or removal,85/4747,219/19395,1.6204087192611485e-6,3.349569701559958e-5,2.2036642773420776e-5,17472/56398/12389/217410/100038882/14897/68943/74244/217379/72345/109689/14629/56371/11350/105689/233805/56085/671535/107951/224619/12568/22258/67490/59026/18952/30877/108155/80985/22083/117198/70097/22215/231600/56424/14828/59004/12328/26419/54473/13163/74006/268857/15353/15519/269523/80280/18148/19211/77891/20677/16396/11651/216080/11863/11600/19164/55982/26420/68098/65113/56717/67561/106021/22196/70790/14225/67025/26554/208650/12042/606496/16898/23988/114893/57438/108705/18786/17846/11798/56812/69237/15502/14155/12387/65019,85,298,5.110017681158685
BP,GO:0008654,phospholipid biosynthetic process,64/4747,153/19395,1.64037169969234e-6,3.3713303148155843e-5,2.217980470273411e-5,433256/14792/208449/240752/27388/16592/54673/226856/212862/12651/116939/66586/66268/67292/77582/218442/15926/110524/67512/56176/16332/56442/52076/321007/433931/230801/67469/216739/12334/84095/71780/12660/66459/18590/13480/19015/28169/14712/74596/18591/68563/74451/15360/68680/18563/18706/228859/225326/15212/276846/74205/13026/18700/99010/16475/14755/18704/14173/19210/68671/67556/233575/17855/208715,64,299.5,3.847437819871528
BP,GO:0043536,positive regulation of blood vessel endothelial cell migration,30/4747,55/19395,1.6418816468257716e-6,3.3713303148155843e-5,2.217980470273411e-5,16952/23871/21803/22339/18127/80837/11350/20620/16002/11684/11947/68792/56233/75723/11946/16000/21825/11651/14461/18607/18591/11600/22341/15251/14182/18760/20850/18704/14173/16542,30,299.5,0.07559289460184544
BP,GO:0045666,positive regulation of neuron differentiation,154/4747,450/19395,1.693695358751268e-6,3.4661672458165485e-5,2.2803731880372027e-5,20315/16403/238276/14362/67784/13857/17260/76454/329934/17977/330863/20304/18208/19242/70834/231672/24136/18053/12160/11606/18472/14824/58234/22339/13690/54673/30957/18212/56198/107746/52163/54198/50779/11816/19205/15387/66515/16202/54712/67468/20713/19266/208643/64297/69601/21413/21858/12043/545156/12774/71461/235180/13640/20356/16971/11848/14297/103199/18759/20869/233552/68585/12175/19713/52906/12361/14265/13728/19229/11881/14815/27279/216739/71653/75788/29875/243725/17295/19401/67414/380713/14828/14563/382253/328572/12168/16570/17973/223255/109880/74006/74143/53872/15353/17319/208647/269878/217715/22418/72162/13544/14567/19211/14268/20317/18483/14461/77480/20266/11504/16210/218772/76089/13803/140570/18011/19353/11840/19164/18015/26396/11423/13631/14182/16443/12633/20720/56717/16412/245886/13627/12808/12323/19735/18760/20666/21770/104318/18786/18010/59041/54214/20257/11352/16150/13047/13169/19317/18845/16728/12767/14366/21417/74117,154,301,3.2954736006051077
BP,GO:2000058,regulation of ubiquitin-dependent protein catabolic process,61/4747,144/19395,1.7248429086888862e-6,3.5182226216965356e-5,2.3146201458529842e-5,12389/330863/231672/217410/74244/30945/77006/14629/68833/19359/218215/20620/56085/15258/22218/67490/108155/19229/108089/224727/22215/231600/268291/75788/93687/223870/22225/11836/56424/70797/12328/16798/26419/23806/23807/79263/59025/269523/19211/252870/11651/67903/19358/225131/19164/26420/20588/94232/68098/53323/67025/64383/14083/12995/606496/104318/13000/17846/56812/71999/65019,61,302,3.4389078144843803
BP,GO:0002040,sprouting angiogenesis,51/4747,114/19395,1.7413478818890277e-6,3.5284444726423415e-5,2.3213450477910138e-5,23796/13388/57342/16952/672511/18053/20358/22339/80837/11350/20620/54409/17286/20356/11848/18710/101401/68585/100038489/14645/68792/19229/21687/16451/105844/56233/13846/21390/66864/21825/15289/338366/18128/11651/14461/18607/105450/228852/24071/11600/22341/18709/16412/109254/13642/18704/14173/16542/432940/12540/14254,51,304,-0.06237828615518053
BP,GO:0048284,organelle fusion,51/4747,114/19395,1.7413478818890277e-6,3.5284444726423415e-5,2.3213450477910138e-5,16952/13447/12176/12390/12721/194908/56041/22320/11652/16573/20909/67474/209086/70675/19349/67826/214585/78610/67414/66075/58244/218035/80743/57257/74006/74143/114896/14679/210789/12890/12028/66592/20908/22318/216238/11736/55943/67727/66437/18457/245886/22319/72392/66700/69597/26949/12306/170731/100226/12018/116733,51,304,2.1459876881973803
BP,GO:0009201,ribonucleoside triphosphate biosynthetic process,60/4747,141/19395,1.7470382534998605e-6,3.5284444726423415e-5,2.3213450477910138e-5,98496/103988/21803/228033/13808/20185/56428/56248/12048/57423/68197/11474/23917/18640/11674/21991/16548/12499/107197/108155/79059/56012/16337/66445/14751/52815/11947/58805/18293/12859/27425/11957/67126/241113/66043/11946/71679/16000/108099/11949/56421/17319/14635/269523/20848/66592/225913/14433/55936/216805/51797/19164/68837/11958/15251/18648/15277/28080/14430/11545,60,304,0.2528608687120868
BP,GO:0001937,negative regulation of endothelial cell proliferation,24/4747,40/19395,1.8351398734647394e-6,3.6942685034453574e-5,2.4304398048982616e-5,66214/17260/12389/12390/13386/18053/22436/11816/13722/20846/11946/21825/11983/20692/11819/13805/24071/18015/79264/20293/71093/19274/19016/14254,24,306,0.3113995776646092
BP,GO:0051495,positive regulation of cytoskeleton organization,82/4747,210/19395,1.8533814414509288e-6,3.711626890316294e-5,2.44185979626072e-5,66214/29816/12389/104252/54324/104027/442801/20292/50884/56327/12721/118449/63985/19303/22323/11789/11350/19878/101706/56699/17974/211401/20356/20410/11848/14544/83679/13043/192197/17913/19229/21687/13424/67384/17295/22003/328572/68089/17973/26419/104445/109880/56378/50490/13589/18148/72754/30948/15894/26401/56430/19353/22388/11840/68053/544963/14784/320502/22349/56717/70420/13494/56443/20301/20194/20947/101314/18016/16423/78757/207278/12391/76709/21754/20257/66824/18637/68760/11472/23897/20479/74117,82,307.5,0.3674521697397003
BP,GO:0046777,protein autophosphorylation,91/4747,239/19395,1.8558134451581472e-6,3.711626890316294e-5,2.44185979626072e-5,14773/231876/59126/56398/13649/12389/21838/69635/18712/51789/103236/22339/18212/68943/17164/269774/16179/11350/235344/232341/108058/17347/58231/12568/226849/13665/16590/13548/16337/20869/244895/13728/19229/21687/29869/18596/216965/21848/224105/29875/17295/13846/380698/382253/223255/72065/58800/27354/228140/18590/21849/233789/15467/54635/13805/16210/12322/18591/71785/13666/18605/19052/26396/22341/13631/14182/56717/19766/12323/15526/20868/14083/12995/18747/18760/21770/16542/59041/19264/11450/21754/108737/12750/102626/11352/26931/20874/19108/69131/14254/665113,91,307.5,4.558353254412663
BP,GO:0033674,positive regulation of kinase activity,159/4747,468/19395,1.8828560532051536e-6,3.7535253358394e-5,2.469424563052237e-5,16149/16846/53608/66214/14600/11549/67043/59126/12575/13649/69534/21676/54324/16019/18712/70834/24136/22032/21803/11606/22339/54673/30957/21808/320825/19386/21813/19247/54396/52163/109689/11539/17311/21898/19303/83409/16151/16202/16179/67468/11350/11603/64297/69601/18640/19116/23994/58231/224619/14367/12568/11848/16194/16590/16337/327826/20869/12006/224014/121021/14129/19713/70097/23922/100732/19229/21672/21687/26390/18596/13138/216965/19419/105844/224105/29875/243725/26405/17295/76044/16000/108099/223255/85305/18763/50490/13163/57257/68652/381290/20655/27354/68845/21825/94275/17319/15519/74055/15505/18148/13205/22418/13544/18590/22041/11651/18607/238161/26412/54635/12283/11502/26401/18591/53310/71785/76089/109700/110157/18011/19353/17420/11600/19164/19052/26396/14182/12520/14081/225028/237542/19766/18764/12703/26921/20868/14083/13543/22325/16475/108686/213452/14173/78832/74370/59041/19264/11450/12929/66513/108737/20874/75669/14366/320207/12540/56692/14254/665113,159,309,5.961541682448259
BP,GO:0010035,response to inorganic substance,150/4747,437/19395,1.8963523999949594e-6,3.7682357367641775e-5,2.4791024583974854e-5,12870/12955/12460/17390/21853/16952/110606/20866/93692/15902/65973/320404/13857/13649/17260/16649/12176/12389/17750/56458/12491/22042/11898/22436/107589/100206/22065/11518/20191/18391/68943/18127/19156/15439/230676/12567/11350/56484/232341/14272/17025/20271/12043/22063/69048/108954/14590/68817/19055/22218/229709/16548/18021/14297/69162/18023/67860/56012/12497/11747/13078/20512/66972/14265/19229/26413/268566/21672/18596/14102/29875/11744/17295/84112/19395/328572/21974/12928/11852/13804/26419/20656/223255/109880/12925/13163/67092/381290/20655/58994/19141/11757/56737/18145/21825/269523/15505/67606/72162/14567/14268/16819/22041/11651/67675/70568/233908/11502/68015/16210/17748/54153/18477/14528/17420/26420/19052/15194/66361/17258/19822/16440/12633/11770/19766/319508/11428/18764/12323/11977/11677/20927/606496/26362/69367/11826/19053/224008/16542/59041/17189/27060/20852/19016/11545/108655/22785/14661/19045/18174,150,310,4.885703714294859
BP,GO:1903902,positive regulation of viral life cycle,31/4747,58/19395,1.9788505488192448e-6,3.919523916632331e-5,2.578634155679165e-5,16149/12390/20128/268373/21973/16650/18458/19035/14265/21974/20817/56491/73158/13205/18128/13830/16647/20853/19358/13194/18563/75608/16852/66700/109333/13006/98415/12306/26424/116733/20479,31,311,3.7143515161638567
BP,GO:0048638,regulation of developmental growth,135/4747,386/19395,1.995618065752432e-6,3.940066437511212e-5,2.59214897204685e-5,20315/13388/16846/14600/52357/12575/17260/19377/18712/100705/15982/18208/235542/14683/22095/74116/12166/20358/11606/18472/22339/13690/54673/71175/12934/20239/20347/21813/20185/12288/11622/11816/15387/12567/16202/20351/11789/11350/11603/72508/11474/12043/20187/12774/16002/21388/58231/13640/20356/16971/12568/74318/14297/19035/13043/16337/68585/14381/21385/26413/29869/14815/27279/71653/75788/14168/14563/382253/328572/12168/22632/16000/16798/19090/15214/13163/20655/19141/269878/217715/22418/14567/74493/19211/14268/18128/17938/53817/20848/11651/238161/19015/26383/67378/109241/20352/229285/232339/20751/11556/218877/18706/56449/14182/22349/56717/15284/19766/18984/19664/14083/94045/606496/23988/22778/19735/20850/69597/14173/93960/11990/18786/20377/67655/12391/54214/13046/17927/108655/13169/16728/12767/20397/76499/74117,135,312,5.2737625495059435
BP,GO:0045860,positive regulation of protein kinase activity,148/4747,431/19395,2.1587003270793087e-6,4.248432592590589e-5,2.7950214424938087e-5,16149/16846/53608/66214/14600/11549/67043/59126/12575/13649/69534/21676/54324/16019/18712/70834/24136/22032/21803/11606/22339/30957/21808/320825/21813/19247/54396/52163/109689/11539/17311/21898/19303/83409/16151/16202/16179/67468/11350/11603/64297/69601/19116/23994/58231/224619/14367/12568/11848/16194/16590/16337/327826/20869/12006/224014/121021/14129/19713/70097/23922/100732/19229/21672/26390/18596/13138/216965/19419/105844/224105/29875/243725/26405/17295/76044/16000/108099/223255/85305/18763/50490/13163/68652/381290/20655/68845/21825/94275/17319/15519/74055/15505/18148/13205/22418/13544/18590/22041/11651/18607/238161/26412/54635/12283/11502/26401/18591/53310/71785/76089/109700/110157/18011/17420/11600/19164/19052/26396/14182/12520/14081/225028/237542/19766/18764/12703/26921/20868/14083/13543/16475/108686/14173/78832/74370/59041/19264/11450/12929/66513/108737/20874/14366/320207/56692/14254/665113,148,313,5.8934553501764375
BP,GO:0070584,mitochondrion morphogenesis,17/4747,24/19395,2.2083101986755643e-6,4.3322263770195786e-5,2.8501489322497225e-5,98496/407785/68018/12048/235180/67414/380773/74006/74143/403187/338359/71701/12028/66437/381760/67811/75734,17,314,0.7882634225314346
BP,GO:0070997,neuron death,138/4747,397/19395,2.249948993812314e-6,4.399900254566303e-5,2.89467122010941e-5,17470/14600/18008/14362/13857/56398/17260/19645/12176/94185/20304/20618/18053/11606/12286/14824/22339/12721/18212/21808/18391/68943/74244/65114/56876/109689/11539/12402/21898/11652/12048/14629/11816/16202/99526/11350/11603/56484/21834/12043/13002/17250/12774/26926/15258/16971/12568/11848/12282/13665/18792/21938/12369/18759/12490/14751/67579/14381/56086/14265/22192/19229/21672/170719/65020/14815/14102/12334/56233/14563/19877/20817/16000/51800/26419/20656/109880/13163/20655/13982/209456/16500/15510/19141/13498/22187/11757/66922/15505/18148/22418/20317/12028/20848/66454/18607/14433/18970/19063/109700/223649/17748/11600/19164/14130/18015/15194/18706/11423/15251/75608/16443/433759/234734/12017/66437/13051/56717/12273/20293/11977/606496/112406/26362/23988/13642/12752/66593/211329/16542/11798/11545/16150/71648/21981/12387/12540/14371,138,315,3.61424905181295
BP,GO:0048144,fibroblast proliferation,48/4747,106/19395,2.2774391731405906e-6,4.4395649704259614e-5,2.920766427911817e-5,16149/110606/12575/13649/18053/21803/11606/14114/12567/69601/671535/218397/12223/231051/18596/20091/214498/16000/20656/19090/78912/13982/268857/27354/17319/22418/18590/14268/13617/13555/12028/54635/68964/18591/71785/18015/60599/67279/328365/67153/19302/218914/11826/20377/12306/19016/338467/13134,48,316,2.5495097567963922
BP,GO:0009145,purine nucleoside triphosphate biosynthetic process,59/4747,139/19395,2.3416565463819162e-6,4.550348367732683e-5,2.9936502419293963e-5,98496/103988/21803/228033/13808/20185/56428/56248/12048/57423/68197/11474/23917/18640/11674/21991/16548/12499/107197/108155/79059/56012/16337/66445/14751/11534/52815/11947/58805/18293/12859/27425/11957/67126/241113/66043/11946/71679/16000/108099/11949/56421/17319/14635/269523/20848/66592/225913/14433/216805/19164/68837/11958/15251/18648/15277/28080/14430/11545,59,317,-0.20628424925175867
BP,GO:0030522,intracellular receptor signaling pathway,76/4747,192/19395,2.3848322085765423e-6,4.6196749700727994e-5,3.0392598487321045e-5,16846/77889/17977/18712/234311/16592/56496/20583/238803/18212/56198/20185/54396/16601/20602/72512/77006/12753/93686/21898/76854/21834/67490/11848/74136/20181/12034/21833/60595/230073/13207/19411/14228/22215/14815/21848/19401/328572/16000/16798/20182/13163/80912/13982/67917/78781/67070/94186/12261/20848/22378/225913/12317/71586/218772/66968/433759/66521/22196/70790/67488/224903/66354/18673/81702/20377/19016/12929/11545/66878/235041/56018/15502/432940/11865/228607,76,318,4.123105625617661
BP,GO:0010507,negative regulation of autophagy,36/4747,72/19395,2.4616072842726354e-6,4.7534485489402616e-5,3.127268782197541e-5,16846/11549/69903/237782/13690/68943/74244/59027/208643/12043/211134/235180/76983/110147/210376/225020/54197/171543/83669/223453/18145/20848/11651/107045/56208/68837/75608/94232/56717/64383/14083/68441/235439/72739/104009/67811,36,319,2.182381886305515
BP,GO:0090141,positive regulation of mitochondrial fission,12/4747,14/19395,2.497419340077789e-6,4.8075322296497436e-5,3.162850151085358e-5,12176/13179/68943/65114/114874/69104/74006/66437/239555/237781/16542/75734,12,320,0.9113223768657671
BP,GO:0061028,establishment of endothelial barrier,25/4747,43/19395,2.5293310598895347e-6,4.853794183464029e-5,3.193285647015809e-5,13610/22339/11518/107746/19878/12562/21872/68585/19877/72065/17874/15894/50918/13805/76089/228852/20672/14739/14104/219181/17698/16456/215449/16150/12387,25,321,0.0890870806374748
BP,GO:0001885,endothelial cell development,33/4747,64/19395,2.6826524808351357e-6,5.1320308329019986e-5,3.3763360742776303e-5,12822/13610/11606/22339/11518/107746/19878/12562/21872/68585/17295/26433/19877/18132/72065/17874/15894/50918/13805/76089/228852/20672/14739/22344/77446/14104/219181/17698/237759/16456/215449/16150/12387,33,322,1.4615384615384615
BP,GO:0098876,vesicle-mediated transport to the plasma membrane,43/4747,92/19395,2.723205248415607e-6,5.193481216792613e-5,3.4167639584161925e-5,27008/65945/20742/56149/105504/11844/53620/227648/65114/20909/234678/99371/213760/18195/81003/105782/66482/226744/229593/67826/30930/19326/11843/54189/70829/66629/16553/67378/20908/22318/20336/11840/245886/22319/75914/76742/74205/17846/54645/54214/19325/74105/71648,43,323,3.674234614174767
BP,GO:0043473,pigmentation,44/4747,95/19395,2.837082037178216e-6,5.3939584410548796e-5,3.548656869115053e-5,17260/73822/24136/20583/17311/230676/246694/12043/16590/103199/101401/17101/213827/67844/229658/192232/20656/12512/19326/14682/19324/17828/11765/20692/16553/12028/320713/11776/14672/11774/18605/17918/117197/216892/18015/70495/18457/245886/11977/22346/67091/11990/110380/17921,44,324,2.125
BP,GO:0071902,positive regulation of protein serine/threonine kinase activity,101/4747,274/19395,2.885596553031862e-6,5.469315312823468e-5,3.5982337584364924e-5,16149/53608/66214/14600/67043/13649/69534/21676/54324/16019/18712/70834/24136/21803/11606/22339/30957/320825/19247/54396/52163/109689/11539/17311/21898/19303/83409/16202/16179/69601/23994/224619/14367/11848/16590/16337/327826/20869/224014/121021/19713/70097/100732/19229/21672/26390/18596/216965/19419/29875/17295/16000/85305/18763/50490/381290/20655/68845/21825/94275/17319/74055/13205/22418/13544/18590/22041/11651/238161/26412/54635/12283/11502/26401/18591/71785/76089/109700/110157/17420/19164/19052/26396/14182/12520/14081/19766/18764/13543/16475/14173/74370/19264/11450/12929/66513/14366/320207/56692/14254/665113,101,325,3.9976951885150647
BP,GO:1903426,regulation of reactive oxygen species biosynthetic process,45/4747,98/19395,2.937299748362405e-6,5.5502351073350964e-5,3.651470465352037e-5,13857/22227/12389/70556/51793/12491/11898/11606/11629/53791/21898/11652/14991/56484/68197/19878/26874/11848/108155/16337/12490/19229/16000/20656/381290/13982/58994/15510/15519/20848/11651/15894/19353/26420/12633/13051/56717/13627/83429/69219/18764/24088/13057/16423/74682,45,326,3.6997003669797186
BP,GO:0008053,mitochondrial fusion,14/4747,18/19395,2.973507637579227e-6,5.601470045103375e-5,3.685177661252221e-5,12176/194908/67414/66075/74006/74143/114896/12028/66592/66437/69597/26949/170731/12018,14,327,0.46188021535170054
BP,GO:0030041,actin filament polymerization,67/4747,165/19395,3.2966251750243385e-6,6.191222889679856e-5,4.0731729537367474e-5,29816/104252/20740/268970/107351/20742/20292/13717/11518/50884/12721/19241/73910/11629/63985/22323/19240/56699/76467/17974/211401/27361/11848/218397/13043/231830/17913/14489/19229/243725/67384/22003/68089/16798/17973/104445/56378/30948/15894/50918/26401/27360/19353/11840/50876/544963/14784/320502/22349/18709/56717/70420/21916/12808/56443/12345/277360/12340/24088/101314/78757/207278/76709/66824/23897/13169/74117,67,328,1.064492590824699
BP,GO:0016055,Wnt signaling pathway,139/4747,403/19395,3.328557514137205e-6,6.232192792427107e-5,4.1001268371230975e-5,68339/14773/14362/20680/13649/672511/12389/72043/67020/235542/56458/103236/24136/107351/11426/56332/20583/21414/77938/15248/20191/12876/107746/65114/494504/72345/54198/11816/271457/12558/16202/244152/11789/11350/56484/232341/54624/64297/59024/69601/20187/16973/71461/58231/20356/16971/14367/353310/268980/68010/14368/67181/21833/20869/12006/22083/233328/56612/13728/21372/666048/18741/70122/93687/56805/17295/16825/75723/59004/214498/16798/53627/103583/18763/235497/14682/269523/67087/13205/329252/22418/13544/74493/19211/18128/20677/109901/218952/84092/16348/66072/21886/360216/81004/12234/18647/19353/19164/13194/66787/21951/70495/433759/72357/17191/70790/621976/26554/67488/18764/19664/269424/13543/12995/606496/26362/23988/24088/104318/56515/14173/93960/20377/13000/381259/76365/76281/11798/228357/11352/14296/432940/11865/29806/12387/14366/13001/14371/665113,139,329,4.272235948540295
BP,GO:0006418,tRNA aminoacylation for protein translation,24/4747,41/19395,3.398799505606728e-6,6.342422796535924e-5,4.172646576668372e-5,216443/107508/67789/102436/381314/13722/22375/85305/226539/70223/71807/226414/27267/107045/23874/69955/230577/22321/234734/15115/244141/70560/110960/212679,24,330.5,2.4959226008892244
BP,GO:1903311,regulation of mRNA metabolic process,91/4747,242/19395,3.408022639047713e-6,6.342422796535924e-5,4.172646576668372e-5,11758/22352/52502/22339/56758/17164/93686/19205/15387/20658/239528/19878/71169/54624/320720/107951/20926/56215/229709/18458/20637/664883/67710/13548/12006/13207/22083/12696/14007/14265/231769/67039/53422/230753/67384/22608/19877/214498/20817/56403/80912/108014/17874/83486/78781/235497/53379/73158/69125/18148/72162/19653/71701/12261/231386/13555/230908/15388/26383/77134/21379/192170/74326/233833/268420/230721/71723/217351/110809/17149/12455/19652/229700/56717/20462/67996/76938/101214/213541/67493/224903/20382/66354/21841/60365/13046/17927/14904/269061/19317/24014,91,330.5,6.899335800810864
BP,GO:0006900,vesicle budding from membrane,29/4747,54/19395,3.7120848497731136e-6,6.887482733313969e-5,4.531238640338139e-5,227648/54198/69162/18759/229593/50907/56491/19324/107338/20528/66629/338366/11776/99683/77371/11774/67511/11840/11773/218811/68581/108012/26554/20334/20194/12306/116733/110379/27054,29,332,3.580007778790785
BP,GO:0007041,lysosomal transport,43/4747,93/19395,3.8727592247305175e-6,7.164023070372369e-5,4.713173072613401e-5,57440/14824/68943/65114/19156/16971/231580/17999/17101/19349/16784/432486/11852/73711/68505/218035/80743/100502841/20661/269523/11765/70827/16553/107045/11776/30948/218441/11774/11736/11840/55943/78287/52120/67298/76742/68299/66700/320191/17113/16783/116733/74349/20479,43,333,3.3123146848433005
BP,GO:0031396,regulation of protein ubiquitination,75/4747,191/19395,3.925721571023402e-6,7.240252957336573e-5,4.763324314037219e-5,17472/56398/12389/217410/100038882/14897/68943/74244/217379/72345/109689/14629/56371/11350/105689/233805/56085/671535/107951/12568/22258/67490/59026/18952/108155/80985/22083/117198/70097/22215/231600/56424/14828/12328/26419/13163/74006/268857/15519/80280/18148/19211/77891/20677/11651/216080/11600/19164/55982/26420/68098/65113/56717/67561/106021/70790/14225/67025/26554/208650/12042/606496/16898/23988/114893/57438/108705/18786/17846/11798/56812/69237/15502/14155/65019,75,334,4.797162281750202
BP,GO:0034250,positive regulation of cellular amide metabolic process,59/4747,141/19395,4.0553414048635075e-6,7.45698598625648e-5,4.905911833063474e-5,11307/15979/22352/13690/68943/276770/19205/12567/12785/100037258/19878/72508/67941/17974/26905/66084/20181/67710/13078/12696/56046/14265/19229/26413/20091/328572/17973/224045/58994/56347/21825/72201/18148/13205/76846/72162/19653/207214/20677/12261/53817/238161/15388/230861/74112/52469/16210/192170/13666/19652/56717/83485/239555/217980/67267/213541/606496/66971/224742,59,335,3.352576036702426
BP,GO:0071559,response to transforming growth factor beta,79/4747,204/19395,4.102068708828033e-6,7.52045929951806e-5,4.947670591788198e-5,16948/246154/108075/15446/78558/17260/12389/12390/66650/12683/21803/12579/12166/21808/226352/18127/21813/19303/22284/19878/12825/94093/27528/15258/20678/353310/12562/68010/216190/77794/53618/20869/20340/15587/14815/75788/105352/56424/14828/19877/328572/12168/12928/19272/66313/269275/21825/56213/17128/18607/218952/386655/56330/75901/14118/11502/26401/13805/12843/71785/216805/66695/67903/100952/20296/12633/20901/14083/65960/23988/66354/12394/12391/12929/11545/66513/20289/21417/74117,79,336,2.3678257927414283
BP,GO:0009206,purine ribonucleoside triphosphate biosynthetic process,58/4747,138/19395,4.13119496337225e-6,7.55138307844898e-5,4.968015183190118e-5,98496/103988/21803/228033/13808/20185/56428/56248/12048/57423/68197/11474/23917/18640/11674/21991/16548/12499/107197/108155/79059/56012/16337/66445/14751/52815/11947/58805/18293/12859/27425/11957/67126/241113/66043/11946/71679/16000/108099/11949/56421/17319/14635/269523/20848/66592/225913/14433/216805/19164/68837/11958/15251/18648/15277/28080/14430/11545,58,337,-0.15491933384829668
BP,GO:0010959,regulation of metal ion transport,142/4747,415/19395,4.271133118288852e-6,7.784076925638854e-5,5.121103240551878e-5,20315/23796/20648/238276/20866/93692/65973/57440/66395/56398/13167/103988/12389/21838/18578/20304/66109/98660/14683/109676/21803/11606/107589/12286/22065/12721/20191/21808/14199/18127/12288/16493/11539/11622/11652/16573/11350/76854/11603/232341/108058/20271/12043/22063/11932/56085/110213/238871/16535/22218/19218/11848/229709/18021/52076/241528/56437/17999/12361/14381/12295/14265/19229/18596/116873/83997/16000/12512/242735/71912/381290/12922/14682/17319/14678/16502/11931/66383/11517/19211/13830/67887/100986/13617/22041/12028/11651/18607/30948/15894/329152/238161/20266/12372/22318/56188/12322/22627/23967/18591/80708/432442/18798/14065/17918/11840/12299/399548/19052/15194/11928/269587/16854/237611/20720/14225/20293/56089/19062/213573/76742/18764/11977/20927/18760/109552/18704/13057/15205/12306/12391/17846/12018/13400/108737/53376/11472/16150/16511/67704/12767/12387,142,338,3.831205476753425
