ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,rank,zscore
BP,GO:0048024,"regulation of mRNA splicing, via spliceosome",45/3993,103/19395,9.604730343049077e-8,5.863348875737806e-6,4.289578297006615e-6,11758/19655/20384/20637/230753/60532/20658/57317/110809/28000/101214/19205/56758/12696/76938/15388/231386/231769/83486/67040/15481/15387/12261/20383/20382/66704/59092/225027/20462/67996/51810/68675/53379/14007/107817/67039/18148/13548/108014/13207/20218/433702/192170/16969/60365,45,100.5,-2.994372231410278
BP,GO:0006084,acetyl-CoA metabolic process,21/3993,33/19395,9.684353825830228e-8,5.863348875737806e-6,4.289578297006615e-6,14104/27273/68603/104112/60525/192156/70456/107476/27402/52538/18597/235339/228026/100705/13382/67528/236900/208715/18604/106564/12974,21,100.5,6.604194471348086
BP,GO:0033002,muscle cell proliferation,80/3993,224/19395,1.0104554810004823e-7,6.057779672860734e-6,4.4318222850898345e-6,12575/16009/13982/68050/13649/12389/50701/59027/19737/20304/21813/16468/12846/77044/58994/18591/11504/29811/22339/11606/18105/11727/56717/17125/16202/67367/70417/20656/17260/19766/19090/19017/19015/22601/72508/14164/18706/21416/16000/18708/93759/53817/16179/78689/60611/22668/26413/108058/11596/23966/11600/26416/13614/14375/14182/11677/18750/18573/14679/12633/26408/22413/234593/15182/30878/57264/17268/21817/20848/22034/16194/20846/270190/16476/76854/11651/100017/11789/64010/11629,80,102,2.1845999780784084
BP,GO:0001933,negative regulation of protein phosphorylation,125/3993,394/19395,1.0502826693600983e-7,6.235416041880584e-6,4.561779606316218e-6,12575/16009/17472/15507/69903/15183/547253/66725/16362/18016/11540/12389/52468/108155/20597/246179/108954/11816/18673/16332/14466/15502/50918/83383/15525/18613/21754/29811/107746/230908/56717/15242/19088/14114/16202/13138/23790/56705/20358/13805/19165/106504/19090/208643/19017/19261/215653/69601/13636/101490/57912/16000/11461/16973/13844/93759/12018/20185/216805/17130/217039/20660/103844/13669/11350/17295/11596/19062/67605/11600/23882/12580/23988/233328/18750/66787/14232/19164/14586/56458/18472/17872/22436/110532/108099/66505/18439/114716/216869/13537/18148/98496/21648/22375/11770/57320/240754/18205/19052/18767/20901/24056/19060/15234/21770/26904/12402/235584/14225/56310/224640/24071/14154/52840/16476/100037258/18626/76854/18518/11651/17873/75296/11789/109689/70012,125,103,3.9721808180805693
BP,GO:1901342,regulation of vasculature development,108/3993,329/19395,1.1363390625177264e-7,6.681455160861439e-6,4.888098194028682e-6,101401/20866/23796/13388/15507/20620/21846/12827/14991/13601/67888/18606/320924/20304/21813/15258/16846/56233/11489/54409/101540/18746/18591/11504/23871/22339/12767/11606/319197/12766/21413/15242/16952/17125/11518/15945/11826/20656/20358/13805/15213/72106/14066/15901/12491/67154/69601/20692/19223/13636/68585/14164/15184/240725/17286/93759/28106/15289/223864/18655/216805/18803/60611/16411/19229/68545/239528/11350/105844/14886/56426/79264/13854/16451/107869/13078/18750/13846/16412/16002/12772/192187/18024/22436/12633/17257/53614/18021/22375/15277/26427/15234/20193/56221/14172/20848/24071/16194/20846/22431/14645/12274/76854/16480/16590/12394/11852/19303,108,104,2.582660204047194
BP,GO:0008637,apoptotic mitochondrial changes,47/3993,110/19395,1.1480771467164202e-7,6.6861826211151524e-6,4.8915567654584325e-6,22035/11740/71361/56295/26926/59040/75778/26420/56428/52538/227197/20656/74006/65114/68943/26401/67841/16000/15510/12018/12125/16905/18950/12124/14775/65111/171543/74143/12015/110175/66494/214952/216869/15277/11739/15234/71254/30954/219158/53357/16476/14630/12176/76854/11651/56330/14102,47,105,3.1686212526223896
BP,GO:0000375,"RNA splicing, via transesterification reactions",87/3993,251/19395,1.3422908609969834e-7,7.6001005694412535e-6,5.560171695162944e-6,11758/19655/81898/71514/22258/20384/20637/230753/192196/60532/20658/57317/20646/67197/20624/110809/20817/28000/76936/101214/27374/19205/224836/56758/214572/56335/12696/76938/15388/231386/231769/83486/67040/15481/15387/54614/53817/12261/320632/20383/20382/66704/22668/59092/225027/20815/27366/67684/20462/217207/66978/76167/67996/53607/51810/51796/68675/53379/14007/107817/69269/28035/68988/67039/192159/18148/68183/216766/13548/53317/108014/13207/20901/68278/328110/11834/54723/67225/20218/67836/433702/20639/192170/20227/16969/60365/192160,87,107,-4.020525568920081
BP,GO:0000377,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",87/3993,251/19395,1.3422908609969834e-7,7.6001005694412535e-6,5.560171695162944e-6,11758/19655/81898/71514/22258/20384/20637/230753/192196/60532/20658/57317/20646/67197/20624/110809/20817/28000/76936/101214/27374/19205/224836/56758/214572/56335/12696/76938/15388/231386/231769/83486/67040/15481/15387/54614/53817/12261/320632/20383/20382/66704/22668/59092/225027/20815/27366/67684/20462/217207/66978/76167/67996/53607/51810/51796/68675/53379/14007/107817/69269/28035/68988/67039/192159/18148/68183/216766/13548/53317/108014/13207/20901/68278/328110/11834/54723/67225/20218/67836/433702/20639/192170/20227/16969/60365/192160,87,107,-4.020525568920081
BP,GO:0000398,"mRNA splicing, via spliceosome",87/3993,251/19395,1.3422908609969834e-7,7.6001005694412535e-6,5.560171695162944e-6,11758/19655/81898/71514/22258/20384/20637/230753/192196/60532/20658/57317/20646/67197/20624/110809/20817/28000/76936/101214/27374/19205/224836/56758/214572/56335/12696/76938/15388/231386/231769/83486/67040/15481/15387/54614/53817/12261/320632/20383/20382/66704/22668/59092/225027/20815/27366/67684/20462/217207/66978/76167/67996/53607/51810/51796/68675/53379/14007/107817/69269/28035/68988/67039/192159/18148/68183/216766/13548/53317/108014/13207/20901/68278/328110/11834/54723/67225/20218/67836/433702/20639/192170/20227/16969/60365/192160,87,107,-4.020525568920081
BP,GO:0019882,antigen processing and presentation,45/3993,104/19395,1.357373439167272e-7,7.614989523401715e-6,5.5710643326517695e-6,15015/110557/14961/15018/14969/16913/15040/14960/14972/16149/21355/16912/14991/15925/15039/14999/14964/14998/19376/15007/15216/19346/54445/14255/11774/21354/11776/107607/15002/67844/19188/77407/15024/14129/14130/15000/15042/19344/224727/15894/257632/19186/12317/12479/22034,45,109,-5.265161453715341
BP,GO:1902903,regulation of supramolecular fiber organization,109/3993,334/19395,1.3932268718673465e-7,7.74507483769893e-6,5.666233689412654e-6,235431/12955/58234/101706/20947/18016/12389/108903/101497/18481/80880/20430/11816/56699/20971/50918/243725/230837/18613/50768/21754/16835/76707/56430/20257/59030/20194/230101/56717/23789/19684/442801/11518/17260/11687/76260/11867/67886/14168/15901/20742/23897/19736/26401/19241/236266/18708/15481/234686/26419/70997/12721/13589/63985/223864/68089/20740/56363/19229/26903/100732/328572/104027/11350/20393/17295/50884/242894/233977/14544/19062/207495/18693/13614/19240/20741/19353/13169/14784/19164/50876/107351/68041/78926/16423/17257/11568/12340/15182/270058/12343/14489/13548/208177/76499/234407/13494/15894/21749/56221/69710/234094/13717/68166/67771/11840/11789/19303/19230,109,110,2.9040977572705406
BP,GO:1903364,positive regulation of cellular protein catabolic process,53/3993,131/19395,1.6163045593256325e-7,8.904236378627246e-6,6.514266834645745e-6,242960/20620/217410/66725/12389/71999/231672/330863/13032/11816/14466/16835/23806/26420/19684/75234/19165/12398/231600/65114/76892/69601/68098/15519/100494/218215/27373/26419/30945/22225/192193/233900/19229/64209/68545/216157/108089/56736/20610/19358/270627/19164/70797/66498/110616/12520/75788/72345/224727/77006/269523/67267/11651,53,111,5.079124706892123
BP,GO:0009267,cellular response to starvation,55/3993,138/19395,1.725538926561197e-7,9.421134407072964e-6,6.89242522357621e-6,12575/52639/27273/13665/110147/66725/56295/71999/216443/12846/14466/58809/140742/22414/56717/15388/223255/18534/21416/101867/217695/20787/26419/93759/67579/68441/26413/56208/74302/171543/18693/27053/14828/56458/18024/16784/26408/54636/78926/108079/235344/17168/170822/107045/27368/74370/18432/75669/54170/16476/93739/14645/74374/14102/225326,55,112,2.267786838055363
BP,GO:0009152,purine ribonucleotide biosynthetic process,76/3993,212/19395,1.7499458554274014e-7,9.469839739768636e-6,6.928057648408435e-6,11674/14433/27273/18103/104112/60525/21991/67054/108155/11717/11949/70456/14081/14635/18746/230103/14751/56248/56428/27402/18648/18641/319801/12398/72106/19017/18597/19139/235339/18640/66592/16000/20185/18655/216805/18950/228026/271639/56421/11947/11545/100705/71679/28080/12859/66826/13382/79059/16548/11564/19164/17319/236900/66445/108099/110119/72141/18439/98496/108079/15277/18604/14555/68837/17425/68087/106564/11946/269523/20848/66043/12499/269614/70025/11957/16969,76,113,4.016513773418065
BP,GO:0071826,ribonucleoprotein complex subunit organization,80/3993,227/19395,1.9216923691514375e-7,1.0308025295930737e-5,7.541267376633067e-6,19655/13665/81898/22258/12181/69821/72587/66410/16593/192196/224619/320806/110809/20817/28000/68995/27374/56758/214572/432508/67025/68184/12696/231386/15519/231769/83486/217011/53817/12261/234384/320632/80913/239528/13669/20815/20239/67684/217207/76850/66978/67996/67097/67204/23881/74778/14007/269061/66448/66361/12121/28035/68988/192159/233871/216766/108079/229317/67871/67239/26908/20901/72831/328110/11837/269523/18983/54723/100503670/66405/433702/19988/26905/11920/50529/16898/110109/67070/75705/20044,80,114,0.8006407690254357
BP,GO:0006090,pyruvate metabolic process,48/3993,115/19395,2.0024418044855762e-7,1.0647766638634172e-5,7.789819376717344e-6,11674/14433/27273/18563/21991/108155/17436/70456/14635/18746/14751/56428/27402/18648/18641/319801/12398/72106/19017/18597/16828/235339/18640/18534/16000/107029/20185/18655/228026/56421/13382/16548/19164/17319/236900/108099/110119/72141/18439/108079/15277/18604/14555/68837/17425/20848/12499/16969,48,115,5.121225473908558
BP,GO:0019439,aromatic compound catabolic process,140/3993,458/19395,2.2285402095134594e-7,1.1747864983771383e-5,8.594642368813252e-6,16009/11674/14433/107747/214133/18772/67493/13421/21991/108077/26926/232449/108155/230753/12846/14852/229003/80912/72587/214254/103677/14635/18746/14751/22339/230908/56428/56717/71169/18648/18641/76936/319801/17454/19205/229663/22608/17161/12398/107585/72106/19017/74326/16828/56335/12696/76025/71701/18640/56403/67440/113868/16000/20823/13371/53893/18458/74167/208922/22352/20185/230721/18655/246728/80913/18950/225363/56045/13849/14085/239528/59092/14359/105446/21379/338359/53422/56421/14544/69537/52477/76850/67528/18573/73158/51810/16548/19164/117149/17319/22436/108099/110119/229512/56463/13368/78781/71711/103149/11792/72141/18439/13850/77134/18148/74133/108079/110074/11991/16341/15277/14555/68837/13207/17425/217351/66194/326622/269523/18585/18983/20848/211948/56055/112403/52830/12499/330260/433702/11920/70025/16549/227331/50911/192170/16434/16969/60365/192160/269378,140,116,4.238264573848375
BP,GO:0009167,purine ribonucleoside monophosphate metabolic process,87/3993,254/19395,2.435550387926878e-7,1.2729393694164837e-5,9.312720781546766e-6,11674/14433/21991/98660/67054/66945/108155/11717/11949/14635/18746/14751/56248/56428/18648/227731/18641/227197/319801/12398/74006/72106/19017/19139/16828/68943/270166/18640/226646/66592/16000/67059/15481/53893/74167/20185/26430/18655/72900/216805/84682/105446/56421/11947/11545/68550/225887/71679/28080/12859/66826/13382/67914/12015/16548/11564/19164/17319/66445/108099/110119/72141/17257/18439/98496/12857/108079/15277/14555/57320/68837/17995/66072/17425/11946/13063/269523/22272/20848/211948/66043/12499/67267/11964/11957/16969/12867,87,117,4.711687595755898
BP,GO:0043038,amino acid activation,25/3993,45/19395,2.6126423056681236e-7,1.3539243812847946e-5,9.9052005344242e-6,216443/107508/229487/23874/71807/102436/226414/105148/381314/15115/110960/224805/67789/97541/70223/70120/234734/76563/22375/226539/384281/66590/107045/231326/353172,25,118,1.9661566092456972
BP,GO:0010632,regulation of epithelial cell migration,77/3993,218/19395,2.9141241557112066e-7,1.4974680010230275e-5,1.0955353968839124e-5,101401/15507/20620/16336/18606/320924/21813/56233/11816/68813/101540/18591/23871/14751/22339/76707/11606/56717/26921/16952/55985/23790/11826/17260/75723/69601/20692/14389/13636/12512/68585/15117/14164/15184/16000/19270/17286/93759/71093/18803/19229/11350/17295/105844/11947/11596/56426/79264/11600/11426/68750/14182/18750/212307/16002/18024/17257/19141/56218/20583/76499/20901/232227/12317/11946/11502/14172/24071/13001/104831/53869/16476/14645/12339/16480/11651/11852,77,119,1.9528336647123579
BP,GO:0009126,purine nucleoside monophosphate metabolic process,87/3993,255/19395,2.958523400208646e-7,1.4997022809364229e-5,1.0971699778766275e-5,11674/14433/21991/98660/67054/66945/108155/11717/11949/14635/18746/14751/56248/56428/18648/227731/18641/227197/319801/12398/74006/72106/19017/19139/16828/68943/270166/18640/226646/66592/16000/67059/15481/53893/74167/20185/26430/18655/72900/216805/84682/105446/56421/11947/11545/68550/225887/71679/28080/12859/66826/13382/67914/12015/16548/11564/19164/17319/66445/108099/110119/72141/17257/18439/98496/12857/108079/15277/14555/57320/68837/17995/66072/17425/11946/13063/269523/22272/20848/211948/66043/12499/67267/11964/11957/16969/12867,87,120.5,4.711687595755898
BP,GO:0035456,response to interferon-beta,26/3993,48/19395,2.9675220931039604e-7,1.4997022809364229e-5,1.0971699778766275e-5,21822/15944/22213/16145/16362/15950/327959/60440/100702/55932/69550/100040462/54396/71701/226695/100039796/383619/216150/53323/15951/15957/22038/80876/20846/15959/56489,26,120.5,-2.669666391905138
BP,GO:0008203,cholesterol metabolic process,50/3993,123/19395,3.0099423284310843e-7,1.5086719129800067e-5,1.1037320876472917e-5,16987/110611/18194/14381/13121/68603/18559/15490/192156/18023/18858/13595/20597/16846/11816/14466/109754/171504/16835/230101/110196/13360/231070/14164/16973/20787/69863/67963/20660/76524/101502/98386/67800/76483/235293/20775/73166/16890/13850/208715/108079/104158/14151/22359/11812/104086/74754/11370/100017/20655,50,122,2.6193939164997535
BP,GO:0072593,reactive oxygen species metabolic process,92/3993,274/19395,3.1138031836981846e-7,1.5480411762857237e-5,1.132534320129849e-5,12575/11758/51793/14381/27273/12955/13982/14991/66725/13857/13649/15439/11843/12389/18126/108155/21813/16846/193034/58994/140742/18591/20128/11606/18105/17392/26420/56717/27007/107338/227197/319801/266690/20656/19766/18477/19261/12491/68943/19223/15519/69675/16000/15510/93759/11757/54683/19229/56208/14775/54391/53381/17295/11596/276770/26416/13614/268782/213696/13078/170752/19353/11652/14784/236900/56458/18024/56484/14679/22436/12633/16423/22324/19883/18439/98496/15277/17993/57320/15894/13063/22333/20848/14528/13627/16549/12176/13430/11651/68349/20655/11629,92,123,5.082340866101494
BP,GO:0051098,regulation of binding,123/3993,394/19395,3.498772523558875e-7,1.7157756234840508e-5,1.2552474759749049e-5,12313/110213/13665/16948/16976/20620/66725/72832/107951/12389/19401/15257/15258/22370/11816/13667/211286/14938/231803/83383/18591/15525/228788/18028/70834/20194/58231/15400/11490/97112/11518/52163/17260/19165/15216/15213/208643/67025/68188/15901/12491/69601/15388/107182/56347/19384/15184/21416/105638/16000/11461/27373/381280/227737/209354/20481/26419/15387/93759/13589/12018/11603/223864/13728/13806/26903/230709/100732/328572/20660/67839/107975/11350/20568/17295/53422/109624/11545/11596/74585/79264/21849/11600/23988/68010/66993/20666/20610/270627/19164/117149/67459/23893/18763/17257/66849/216869/15182/110074/13848/16341/170822/12928/218914/57320/19052/77006/72400/109552/14225/22038/54723/22034/433702/16476/20586/98415/11651/17305/192170/100017/16969/109689,123,124.5,1.3997169210977838
BP,GO:0006900,vesicle budding from membrane,28/3993,54/19395,3.5073091240475283e-7,1.7157756234840508e-5,1.2552474759749049e-5,56491/99683/69162/110379/338366/227648/26554/69608/68581/20194/107338/66629/66397/231070/11774/11776/89867/231570/103967/77371/20334/13429/18439/11773/30960/50907/13430/11840,28,124.5,3.3728926004813764
BP,GO:0009142,nucleoside triphosphate biosynthetic process,58/3993,151/19395,3.576993859878354e-7,1.7276834823634746e-5,1.2639591685750773e-5,11674/14433/18103/21991/108155/55936/11949/14635/18746/14751/56248/56428/22169/18648/56451/18641/319801/12398/72106/19017/18640/66592/16000/20185/18655/216805/18950/56421/11947/11545/66588/71679/28080/12859/66826/79059/16548/19164/17319/66445/108099/110119/72141/18439/98496/108079/51797/15277/14555/68837/17425/11946/269523/20848/66043/12499/11957/16969,58,127,3.274524864618565
BP,GO:1903320,regulation of protein modification by small protein conjugation or removal,77/3993,219/19395,3.597702670701747e-7,1.7276834823634746e-5,1.2639591685750773e-5,17472/18952/15183/217410/66725/107951/22258/12389/108155/12328/15502/26554/224619/671535/26420/56717/14897/21353/66568/19165/231600/74006/67025/114893/68943/68098/22083/15519/18786/59026/432763/78246/30877/17846/217379/26419/11863/102323/100038882/233900/26903/64209/22196/11350/66867/11600/23988/117198/233805/56289/270627/19164/14828/100737/216869/11798/18148/72345/57320/72400/65113/257632/14225/269523/116870/26875/56310/100503670/216080/76857/16898/11651/67046/57438/59004/19697/109689,77,127,2.570843486962646
BP,GO:1902652,secondary alcohol metabolic process,51/3993,127/19395,3.61641023291128e-7,1.7276834823634746e-5,1.2639591685750773e-5,16987/110611/18194/14381/13121/68603/18559/15490/192156/18023/18858/13595/20597/16846/11816/14466/109754/171504/16835/230101/110196/13360/231070/14164/16973/20787/69863/67963/20660/76524/101502/98386/67800/14182/76483/235293/20775/73166/16890/13850/208715/108079/104158/14151/22359/11812/104086/74754/11370/100017/20655,51,127,2.7287641609625863
BP,GO:0009201,ribonucleoside triphosphate biosynthetic process,55/3993,141/19395,3.9660612987291837e-7,1.880036034242555e-5,1.3754190550468409e-5,11674/14433/18103/21991/108155/55936/11949/14635/18746/14751/56248/56428/18648/18641/319801/12398/72106/19017/18640/66592/16000/20185/18655/216805/18950/56421/11947/11545/71679/28080/12859/66826/79059/16548/19164/17319/66445/108099/110119/72141/18439/98496/108079/51797/15277/14555/68837/17425/11946/269523/20848/66043/12499/11957/16969,55,129,3.0631273767418734
BP,GO:0006606,protein import into nucleus,57/3993,148/19395,4.0513901577891214e-7,1.905711601144652e-5,1.3942030907371471e-5,12575/17472/15183/66725/18969/16650/71983/233726/11865/16846/75751/108989/445007/16647/11606/230908/56338/69482/12491/19384/234549/110750/320938/16543/16649/18708/15481/16905/76582/26413/16646/77938/13663/227720/21849/213990/11600/26416/227699/19164/74504/17381/19069/16648/19052/16211/13207/18767/19058/228607/20848/12034/269113/16480/11651/66233/71844,57,130,2.8803291992923823
BP,GO:0045732,positive regulation of protein catabolic process,73/3993,205/19395,4.0906368004731854e-7,1.9094842774727884e-5,1.3969631500209755e-5,242960/20620/217410/66725/12389/20671/71999/231672/330863/13032/11816/14466/20333/16835/99375/23806/20128/26420/19684/75234/19165/12398/231600/65114/76892/69601/68098/15519/100494/218215/27373/230598/21944/26419/30945/18245/22225/192193/233900/19229/64209/68545/20660/93960/216157/108089/235406/56736/20610/19358/270627/19164/70797/19349/56458/77128/66498/110616/12520/75788/66313/72345/224727/77006/65113/11502/269523/13194/67267/11651/56440/11789/107568,73,131,5.301511491677213
BP,GO:0016125,sterol metabolic process,52/3993,131/19395,4.2936351040752947e-7,1.9890589895015475e-5,1.4551793614290275e-5,16987/110611/18194/14381/13121/68603/18559/15490/192156/18023/18858/13595/20597/16846/11816/14466/109754/171504/16835/230101/66234/110196/13360/231070/14164/16973/20787/69863/67963/20660/76524/101502/98386/67800/76483/235293/20775/72017/73166/16890/13850/208715/108079/104158/14151/22359/11812/104086/74754/11370/100017/20655,52,132,2.9036696971115123
BP,GO:0031669,cellular response to nutrient levels,67/3993,184/19395,4.7636106554492156e-7,2.190186402862553e-5,1.6023225394269227e-5,12575/52639/27273/13665/110147/66725/56295/12579/71999/216443/193034/12846/14466/58809/140742/22414/16500/56717/208643/15388/223255/18534/21416/22282/101867/16956/217695/20787/26419/93759/67579/68441/26413/56208/22278/74302/171543/22337/18693/56506/27053/270627/14828/56458/18024/16784/26408/54636/78926/20583/108079/235344/18604/17168/170822/107045/27368/74370/18432/75669/54170/16476/93739/14645/74374/14102/225326,67,133,2.1082484527354786
BP,GO:0010506,regulation of autophagy,82/3993,239/19395,4.923801718761331e-7,2.246943844046682e-5,1.64384582126753e-5,69635/15944/69903/20620/110147/76308/66725/59027/60440/20869/16846/75744/68728/14466/210376/140742/20333/56717/76983/319801/320528/11975/74006/208643/68943/67154/54396/230895/211134/78246/20787/93759/15289/98732/16151/107607/12125/216805/68441/230709/56208/71712/74302/171543/22224/67839/11596/72344/13690/72287/73158/233979/56458/56484/14679/56367/55978/75788/79554/18718/108079/15277/17168/170822/68837/107045/72175/17425/108083/257632/17274/22333/20848/11920/54170/29869/12176/18475/74374/21425/11651/100855,82,134,2.346727148513926
BP,GO:0051345,positive regulation of hydrolase activity,149/3993,500/19395,5.02808770613771e-7,2.2474525017949128e-5,1.6442179511345495e-5,22035/69635/17470/80748/13982/66725/19152/11517/26926/11843/65973/20304/18595/215114/108954/210376/106952/83383/101540/230837/67469/50768/210789/22339/69538/20680/19387/11606/20194/107746/16403/11727/26420/56428/13033/21353/26921/76795/55985/23790/20163/17260/15461/14066/68943/13636/19736/231532/17896/217737/18786/381760/15510/432763/20305/105782/26419/93759/12018/11603/107607/12125/170625/223864/383619/216805/19229/56462/223870/108911/208263/11596/14056/83431/26416/23988/11933/67838/227937/14182/13543/51810/12015/212307/11652/16412/20308/76483/19188/544817/241694/17872/68453/22436/66494/212285/26408/104303/78781/329260/22324/19192/19141/223752/75974/210293/12913/16456/19395/52377/12928/19156/11932/18205/15894/637515/19052/107045/77006/68097/232227/19186/56221/13063/269523/69710/22038/234094/24012/20848/100503670/20846/12371/65106/14683/13430/76854/11544/11651/67046/99349/56330/14102/271981/381605/109689/26885/100855/228850,149,136.5,2.7758337339055337
BP,GO:0032434,regulation of proteasomal ubiquitin-dependent protein catabolic process,48/3993,118/19395,5.030074619602114e-7,2.2474525017949128e-5,1.6442179511345495e-5,20620/217410/66725/12389/71999/231672/108155/75744/14466/12328/23806/26420/75234/19165/15216/12398/231600/24086/67025/59025/68098/100494/218215/27373/17846/26419/30945/22225/20588/64209/223870/108089/56736/19358/270627/19164/70797/53323/66498/19359/224727/252870/57320/77006/269523/219158/74374/11651,48,136.5,4.333333333333333
BP,GO:0046700,heterocycle catabolic process,135/3993,444/19395,5.069927560837117e-7,2.2474525017949128e-5,1.6442179511345495e-5,16009/11674/14859/14433/107747/214133/18772/67493/13421/21991/108077/26926/232449/108155/230753/14852/229003/80912/72587/214254/103677/14635/18746/14751/22339/230908/56428/56717/71169/18648/18641/76936/319801/17454/19205/229663/22608/12398/72106/19017/74326/16828/56335/12696/76025/71701/18640/56403/67440/16000/20823/53893/18458/74167/208922/22352/20185/230721/18655/246728/80913/18950/19125/225363/56045/239528/59092/14359/105446/21379/338359/53422/56421/14544/69537/52477/76850/67528/18573/73158/51810/16548/19164/117149/17319/212647/18024/22436/108099/110119/229512/56463/13368/78781/71711/103149/11792/72141/18439/77134/18148/74133/108079/110074/11991/16341/15277/14555/68837/13207/17425/217351/66194/326622/269523/18585/18983/20848/211948/56055/112403/52830/12499/433702/11920/70025/16549/227331/50911/192170/16434/16969/60365/192160/269378,135,136.5,4.312820493584718
BP,GO:1901361,organic cyclic compound catabolic process,146/3993,488/19395,5.071928785735045e-7,2.2474525017949128e-5,1.6442179511345495e-5,16009/11674/14859/14433/107747/214133/15483/18772/67493/13421/21991/108077/26926/232449/108155/230753/12846/14852/11816/229003/80912/72587/214254/103677/14635/18746/14751/22339/230908/56428/56717/71169/18648/18641/76936/319801/17454/19205/229663/22608/17161/12398/107585/72106/19017/74326/16828/56335/12696/76025/71701/18640/56403/67440/113868/16000/20823/13371/53893/18458/74167/208922/22352/20185/230721/18655/246728/80913/18950/19125/225363/56045/14085/239528/59092/101502/14359/105446/21379/338359/53422/56421/14544/69537/52477/76850/67528/18573/73158/51810/16548/19164/117149/17319/212647/18024/22436/108099/110119/229512/56463/13368/78781/71711/103149/11792/72141/18439/13850/77134/18148/74133/108079/110074/11991/16341/15277/14555/68837/13207/17425/217351/66194/104086/326622/269523/18585/18983/20848/211948/56055/112403/52830/12499/433702/11920/70025/16549/227331/50911/192170/16434/16969/60365/192160/269378,146,136.5,4.025634967823609
BP,GO:0044272,sulfur compound biosynthetic process,36/3993,79/19395,5.138504821843273e-7,2.2605724450051524e-5,1.653816394762129e-5,27273/104112/67493/60525/70456/14081/17769/66902/60322/27402/232087/14854/18597/217119/235339/108156/14651/228026/100705/11600/107869/13382/269941/59031/236900/18024/234356/58250/211666/18604/74241/106564/104923/212898/14630/108645,36,139,4.013788389734699
BP,GO:0071496,cellular response to external stimulus,83/3993,243/19395,5.199462614832315e-7,2.2710509921214006e-5,1.661482414514086e-5,12575/26362/52639/27273/13665/110147/66725/56295/12579/22329/98660/12389/71999/216443/193034/12846/22042/14466/58809/140742/668303/22414/16500/16403/56717/13138/11826/208643/16828/19247/15388/223255/18534/21416/22282/101867/16956/217695/20787/26419/234839/93759/67579/68441/26413/56208/22278/74302/171543/22337/18693/56506/27053/19353/270627/14828/56458/18024/16784/26408/54636/78926/18439/20583/108079/235344/18604/17168/170822/107045/27368/74370/18432/75669/192662/54170/16476/93739/14645/74374/11651/14102/225326,83,140,3.0081428953859
BP,GO:0033143,regulation of intracellular steroid hormone receptor signaling pathway,35/3993,76/19395,5.390653308051536e-7,2.3378613460095848e-5,1.7103603254362847e-5,77889/67890/12753/11865/18673/238803/94186/22601/16000/93759/381022/20185/22196/20602/328572/17979/11545/66663/56736/270627/224902/192169/216869/66521/57320/13207/77006/101700/19060/74132/12317/12034/18626/20586/16969,35,141,0.629940788348712
BP,GO:0007029,endoplasmic reticulum organization,29/3993,58/19395,5.921144610097226e-7,2.5498450204749676e-5,1.865445855664434e-5,52076/56491/66725/69162/338366/227648/67163/67878/70361/231580/56298/67767/27643/68585/30934/56495/214895/330401/68018/98732/89867/109168/53421/224727/68929/66890/224630/71116/67604,29,142,3.9185877493350305
BP,GO:0009156,ribonucleoside monophosphate biosynthetic process,58/3993,153/19395,5.978944121650275e-7,2.556730300971429e-5,1.8704830708144036e-5,11674/14433/21991/67054/108155/11717/11949/14635/18746/14751/56248/56428/18648/18641/319801/80914/12398/72106/19017/19139/18640/66592/16000/20185/18655/216805/54391/56421/331487/11947/11545/71679/28080/12859/66826/16548/22247/11564/19164/17319/66445/108099/110119/72141/18439/98496/108079/15277/14555/68837/17425/11946/269523/20848/66043/12499/11957/16969,58,143,3.5629061899150134
BP,GO:0006520,cellular amino acid metabolic process,86/3993,255/19395,6.035351929218852e-7,2.5629289616092557e-5,1.8750179604663832e-5,192166/13479/51793/14584/74340/66881/18126/14661/216443/55936/12846/107508/17769/67092/22117/66902/242669/68133/14431/107272/26433/18451/229487/18602/23874/216343/71807/108156/229709/102436/14194/226414/105148/381314/12041/100678/19125/15115/12040/14085/110960/53381/112407/12583/18537/224805/107869/268782/50527/67789/27053/97541/70223/212647/108682/70120/103149/17257/234734/18453/104184/76563/51797/22375/226539/384281/57320/66590/107045/12036/231326/109900/18242/54375/66194/107766/66948/76187/69906/104923/353172/14630/14645/12035/11789/269378,86,144,4.698945262512278
BP,GO:0006164,purine nucleotide biosynthetic process,79/3993,229/19395,6.159899179653285e-7,2.5977781712813677e-5,1.900513358513718e-5,11674/14433/27273/18103/104112/60525/21991/18126/67054/108155/11717/11949/70456/14081/14635/18746/230103/14751/56248/56428/27402/18648/18641/319801/12398/72106/19017/18597/19139/235339/108156/18640/66592/16000/20185/18655/216805/18950/228026/271639/56421/11947/11545/100705/71679/28080/12859/66826/13382/79059/16548/11564/19164/17319/236900/66445/108099/110119/72141/18439/98496/108079/15277/18604/14555/68837/17425/68087/106564/11946/269523/20848/66043/12499/269614/70025/328099/11957/16969,79,145,4.049291435992628
