target_id,ens_gene,ext_gene,external_transcript_name,fc,lrt_qval,Direction,Category
ENSMUST00000030018.4,ENSMUSG00000028334,Nans,Nans-001,0.8196178603047668,0.06382400620232631,Unchanged,NA
ENSMUST00000054368.6,ENSMUSG00000090019,Gimap1,Gimap1-001,0.49796353334211824,0.06387631156962324,Unchanged,NA
ENSMUST00000153103.7,ENSMUSG00000066621,Tecpr1,Tecpr1-004,2.8781500497853294,0.06387631156962324,Unchanged,NA
ENSMUST00000022597.14,ENSMUSG00000022020,Naa16,Naa16-001,1.2563087534780746,0.06389359597631379,Unchanged,NA
ENSMUST00000038677.3,ENSMUSG00000035049,Rrp12,Rrp12-201,1.2201958486683229,0.06391529605709664,Unchanged,NA
ENSMUST00000032491.14,ENSMUSG00000030341,Tnfrsf1a,Tnfrsf1a-001,1.0514897338334217,0.06391529605709664,Unchanged,NA
ENSMUST00000114159.8,ENSMUSG00000026932,Nacc2,Nacc2-002,1.9752115280635791,0.06392282749636823,Unchanged,NA
ENSMUST00000193560.5,ENSMUSG00000032599,Ip6k2,Ip6k2-003,0.7490901182211334,0.06394236579749621,Unchanged,NA
ENSMUST00000201111.3,ENSMUSG00000106672,Ip6k2,Ip6k2-003,0.7490901182211334,0.06394236579749621,Unchanged,NA
ENSMUST00000048431.2,ENSMUSG00000039164,Naif1,Naif1-001,1.2671810735552156,0.06394775663151106,Unchanged,NA
ENSMUST00000001711.5,ENSMUSG00000001661,Hoxc6,Hoxc6-001,1.1608604456460236,0.06396175522522471,Unchanged,NA
ENSMUST00000025702.13,ENSMUSG00000024787,Snx15,Snx15-001,0.8609329755207523,0.06396175522522471,Unchanged,NA
ENSMUST00000045004.10,ENSMUSG00000022946,Dopey2,Dopey2-201,1.929883448028014,0.06397097932495467,Unchanged,NA
ENSMUST00000061203.12,ENSMUSG00000063406,Tmed5,Tmed5-002,0.6185758736804886,0.06397097932495467,Unchanged,NA
ENSMUST00000159970.1,ENSMUSG00000032086,Bace1,Bace1-003,1.2427016202158399,0.06397329613404679,Unchanged,NA
ENSMUST00000020023.8,ENSMUSG00000019873,Reep3,Reep3-201,0.9755063708168011,0.06399903521190176,Unchanged,NA
ENSMUST00000022286.7,ENSMUSG00000021764,Ndufs4,Ndufs4-201,0.8814894784243282,0.06399903521190176,Unchanged,NA
ENSMUST00000130075.7,ENSMUSG00000026017,Carf,Carf-002,2.135023661360444,0.06401250273574524,Unchanged,NA
ENSMUST00000054387.7,ENSMUSG00000027739,Rab33b,Rab33b-001,1.0795065506979256,0.06401360682067041,Unchanged,NA
ENSMUST00000203327.1,ENSMUSG00000027961,Lrrc39,Lrrc39-002,1.2734627437557928,0.06403398929056137,Unchanged,NA
ENSMUST00000155287.1,ENSMUSG00000003363,Pld3,Pld3-008,0.49587493699020435,0.06403398929056137,Unchanged,NA
ENSMUST00000033720.11,ENSMUSG00000031353,Rbbp7,Rbbp7-001,1.203484487908899,0.06405305073987771,Unchanged,NA
ENSMUST00000093955.11,ENSMUSG00000020485,Supt4a,Supt4a-001,0.8731635214261322,0.0640566150116575,Unchanged,NA
ENSMUST00000034138.6,ENSMUSG00000031701,Dnaja2,Dnaja2-201,0.9878659324992578,0.06406192976076534,Unchanged,NA
ENSMUST00000156838.7,ENSMUSG00000026213,Stk11ip,Stk11ip-003,0.6284732469411218,0.06408317490861583,Unchanged,NA
ENSMUST00000184932.7,ENSMUSG00000037514,Pank2,Pank2-004,0.4205359602163753,0.06410777252919177,Unchanged,NA
ENSMUST00000043359.8,ENSMUSG00000031715,Smarca5,Smarca5-001,1.1119186091915194,0.06410777252919177,Unchanged,NA
ENSMUST00000170239.8,ENSMUSG00000002500,Rpl3l,Rpl3l-001,0.4897476968212623,0.06419400035280291,Unchanged,NA
ENSMUST00000194652.5,ENSMUSG00000042901,Aida,Aida-005,3.3692674374904947,0.06419400035280291,Unchanged,NA
ENSMUST00000122965.7,ENSMUSG00000027167,Elp4,Elp4-001,1.1804203919001326,0.06419400035280291,Unchanged,NA
ENSMUST00000085217.11,ENSMUSG00000041440,Gk5,Gk5-002,1.6648868114635762,0.06419400035280291,Unchanged,NA
ENSMUST00000025178.15,ENSMUSG00000024319,Vps52,Vps52-001,1.0534597859668884,0.06428606314656862,Unchanged,NA
ENSMUST00000123622.1,ENSMUSG00000030614,Tmem126b,Tmem126b-002,1.4789603820810504,0.06428606314656862,Unchanged,NA
ENSMUST00000111122.8,ENSMUSG00000020594,Pum2,Pum2-001,1.921735399609902,0.06428606314656862,Unchanged,NA
ENSMUST00000146864.5,ENSMUSG00000029125,Stx18,Stx18-002,1.9830314628010353,0.06429632311352819,Unchanged,NA
ENSMUST00000098371.8,ENSMUSG00000025790,Slco3a1,Slco3a1-002,0.7855296703729713,0.06429769016347407,Unchanged,NA
ENSMUST00000100551.10,ENSMUSG00000001508,Sgca,Sgca-201,0.49463034441554243,0.06434759230207382,Unchanged,NA
ENSMUST00000113198.7,ENSMUSG00000033460,Armcx1,Armcx1-005,0.33622979262845415,0.06446012907060725,Unchanged,NA
ENSMUST00000206128.1,ENSMUSG00000028556,Dock7,Dock7-017,0.825578680265088,0.06452956991412996,Unchanged,NA
ENSMUST00000003121.8,ENSMUSG00000003037,Rab8a,Rab8a-001,0.9302280563702426,0.06461209584876487,Unchanged,NA
ENSMUST00000140620.7,ENSMUSG00000033540,Idua,Idua-006,0.595492824869488,0.06463447839212383,Unchanged,NA
ENSMUST00000042834.3,ENSMUSG00000038462,Uqcrfs1,Uqcrfs1-001,0.9370085133959383,0.06463447839212383,Unchanged,NA
ENSMUST00000154881.7,ENSMUSG00000030689,Ino80e,Ino80e-004,1.364491918588769,0.06463447839212383,Unchanged,NA
ENSMUST00000037698.12,ENSMUSG00000039599,Fam149b,Fam149b-201,1.604776482506712,0.06463447839212383,Unchanged,NA
ENSMUST00000049530.13,ENSMUSG00000047878,A4galt,A4galt-201,0.45963919605400777,0.06467066209947635,Unchanged,NA
ENSMUST00000078459.6,ENSMUSG00000058704,Memo1,Memo1-201,1.049942481797942,0.06475548105722947,Unchanged,NA
ENSMUST00000022867.4,ENSMUSG00000022257,Laptm4b,Laptm4b-201,1.2588883575566803,0.06481301887763284,Unchanged,NA
ENSMUST00000066905.8,ENSMUSG00000030077,Chl1,Chl1-001,0.6660080901742695,0.0648258264448347,Unchanged,NA
ENSMUST00000045153.10,ENSMUSG00000034614,Pik3ip1,Pik3ip1-001,1.445021112142663,0.06485033497446344,Unchanged,NA
ENSMUST00000022791.8,ENSMUSG00000022184,Fbxo4,Fbxo4-001,0.885429452367801,0.06485576541103412,Unchanged,NA
ENSMUST00000164902.7,ENSMUSG00000004561,Mettl17,Mettl17-007,0.434449452525423,0.06485576541103412,Unchanged,NA
ENSMUST00000174887.7,ENSMUSG00000040356,Skiv2l,Skiv2l-003,0.1857502383179543,0.06486491194712665,Unchanged,NA
ENSMUST00000167107.8,ENSMUSG00000055240,Zfp101,Zfp101-001,0.8608929708152352,0.06487335009697531,Unchanged,NA
ENSMUST00000019625.11,ENSMUSG00000055775,Myh8,Myh8-001,0.09314563790584734,0.06487367467273969,Unchanged,NA
ENSMUST00000025406.7,ENSMUSG00000024528,Srfbp1,Srfbp1-201,1.203490074739668,0.06490624188875427,Unchanged,NA
ENSMUST00000175650.7,ENSMUSG00000011832,Evi5l,Evi5l-010,0.4411842512732656,0.06490624188875427,Unchanged,NA
ENSMUST00000021471.12,ENSMUSG00000021072,Tmx1,Tmx1-001,1.0675655705627058,0.06490624188875427,Unchanged,NA
ENSMUST00000127960.1,ENSMUSG00000023795,Pisd-ps2,Pisd-ps2-002,0.8037262908394506,0.06490624188875427,Unchanged,NA
ENSMUST00000171165.7,ENSMUSG00000034343,Ube2f,Ube2f-002,1.084339401252343,0.06493221691936527,Unchanged,NA
ENSMUST00000122063.7,ENSMUSG00000040040,Ift88,Ift88-001,1.1870074720000734,0.06493221691936527,Unchanged,NA
ENSMUST00000127853.7,ENSMUSG00000030881,Arfip2,Arfip2-006,0.6924594706212601,0.06493221691936527,Unchanged,NA
ENSMUST00000161137.7,ENSMUSG00000027835,Pdcd10,Pdcd10-001,1.1491911204161722,0.06496469953333872,Unchanged,NA
ENSMUST00000060991.5,ENSMUSG00000006736,Tspan31,Tspan31-201,1.0095891189157982,0.06499270125254868,Unchanged,NA
ENSMUST00000152362.6,ENSMUSG00000039449,Prpf18,Prpf18-002,2.9636645915170865,0.06500936018712453,Unchanged,NA
ENSMUST00000034946.14,ENSMUSG00000032382,Snx1,Snx1-001,1.0364095825655926,0.06501989369528491,Unchanged,NA
ENSMUST00000160837.7,ENSMUSG00000048495,Tyw5,Tyw5-007,5.074620465142438,0.06501989369528491,Unchanged,NA
ENSMUST00000003268.9,ENSMUSG00000003200,Sh3gl1,Sh3gl1-201,0.9327637868975964,0.06502932237131598,Unchanged,NA
ENSMUST00000016105.8,ENSMUSG00000015961,Adss,Adss-001,1.0906490402799853,0.06502932237131598,Unchanged,NA
ENSMUST00000015816.4,ENSMUSG00000015672,Mrpl32,Mrpl32-201,0.9416237111437622,0.06505779694676268,Unchanged,NA
ENSMUST00000110504.1,ENSMUSG00000022205,Sub1,Sub1-002,0.9241588501525956,0.06507398859949785,Unchanged,NA
ENSMUST00000056288.6,ENSMUSG00000045165,AI467606,AI467606-001,0.5446211473762583,0.06507398859949785,Unchanged,NA
ENSMUST00000043637.13,ENSMUSG00000035158,Mitf,Mitf-001,1.2476869286478727,0.06507593581564407,Unchanged,NA
ENSMUST00000076224.11,ENSMUSG00000079020,Slc45a4,Slc45a4-002,2.244917643469652,0.06507623121208687,Unchanged,NA
ENSMUST00000093490.8,ENSMUSG00000004319,Clcn3,Clcn3-001,1.158376990794775,0.0651200154198892,Unchanged,NA
ENSMUST00000019439.8,ENSMUSG00000019295,Tmem129,Tmem129-001,1.4148740478735575,0.06512024675036385,Unchanged,NA
ENSMUST00000147510.7,ENSMUSG00000031389,Arhgap4,Arhgap4-006,0.5054899402085067,0.06517750644127675,Unchanged,NA
ENSMUST00000192462.5,ENSMUSG00000028199,Cryz,Cryz-201,0.5142791224373445,0.06526122764099491,Unchanged,NA
ENSMUST00000153039.7,ENSMUSG00000027809,Etfdh,Etfdh-004,1.6683767643039171,0.06526427089643037,Unchanged,NA
ENSMUST00000031695.14,ENSMUSG00000029684,Wasl,Wasl-001,1.0247182123985286,0.06526810345419204,Unchanged,NA
ENSMUST00000020562.4,ENSMUSG00000007739,Cct4,Cct4-004,1.2671910659601482,0.06526810345419204,Unchanged,NA
ENSMUST00000105718.7,ENSMUSG00000059423,Zfp933,Zfp933-001,1.140444410467668,0.06530365565261571,Unchanged,NA
ENSMUST00000037709.15,ENSMUSG00000040234,Tm7sf3,Tm7sf3-001,0.9015776616388521,0.06536399815725272,Unchanged,NA
ENSMUST00000030475.2,ENSMUSG00000028706,Nsun4,Nsun4-001,1.1878802129520605,0.06539266723378268,Unchanged,NA
ENSMUST00000107722.7,ENSMUSG00000057522,Spop,Spop-001,1.6255135639823124,0.0654092865098275,Unchanged,NA
ENSMUST00000167796.1,ENSMUSG00000021905,Dph3,Dph3-007,0.6368985785621124,0.06541881166513708,Unchanged,NA
ENSMUST00000073456.8,ENSMUSG00000060739,Nsa2,Nsa2-201,0.9464455250681965,0.06544839734044472,Unchanged,NA
ENSMUST00000109422.7,ENSMUSG00000022383,Ppara,Ppara-001,1.4204669932330694,0.06566624364022583,Unchanged,NA
ENSMUST00000115259.2,ENSMUSG00000045435,Tmem60,Tmem60-001,0.933422199762057,0.06579008036483121,Unchanged,NA
ENSMUST00000161669.1,ENSMUSG00000035953,Tmem55b,Tmem55b-006,1.7651034969023063,0.06581724715555708,Unchanged,NA
ENSMUST00000150416.7,ENSMUSG00000017677,Wsb1,Wsb1-005,0.837493181699247,0.06585278727436819,Unchanged,NA
ENSMUST00000029380.13,ENSMUSG00000027803,Wwtr1,Wwtr1-001,0.9597892358380655,0.06585278727436819,Unchanged,NA
ENSMUST00000065562.5,ENSMUSG00000048379,Socs4,Socs4-001,1.1536604942139348,0.06585278727436819,Unchanged,NA
ENSMUST00000111007.7,ENSMUSG00000037221,Mospd3,Mospd3-002,0.9046841923126437,0.06591725953683836,Unchanged,NA
ENSMUST00000040992.7,ENSMUSG00000034290,Nek9,Nek9-001,1.0391154356938406,0.06591725953683836,Unchanged,NA
ENSMUST00000163979.6,ENSMUSG00000032479,Map4,Map4-015,0.437539566177774,0.06591725953683836,Unchanged,NA
ENSMUST00000197973.1,ENSMUSG00000105388,Rpl36a-ps2,Rpl36a-ps2-001,0.7684899602264109,0.06591821727744028,Unchanged,NA
ENSMUST00000107896.9,ENSMUSG00000000275,Trim25,Trim25-001,0.6773476563432912,0.06591984587972494,Unchanged,NA
ENSMUST00000113821.7,ENSMUSG00000033788,Dysf,Dysf-003,1.9072442848937508,0.06592094633656112,Unchanged,NA
ENSMUST00000200724.1,ENSMUSG00000029145,Eif2b4,Eif2b4-009,0.22706000674315563,0.06592094633656112,Unchanged,NA
ENSMUST00000094604.8,ENSMUSG00000027207,Galk2,Galk2-001,1.0909734485441345,0.06598390221862238,Unchanged,NA
ENSMUST00000168352.1,ENSMUSG00000028184,Adgrl2,Adgrl2-202,0.2894803591843032,0.06598390221862238,Unchanged,NA
ENSMUST00000163193.8,ENSMUSG00000040820,Hlcs,Hlcs-202,2.1410419154407245,0.06598735402324708,Unchanged,NA
ENSMUST00000086130.8,ENSMUSG00000026589,Sec16b,Sec16b-002,2.222471722841583,0.0660572247518037,Unchanged,NA
ENSMUST00000090559.11,ENSMUSG00000068742,Cry2,Cry2-001,0.8266445667307653,0.06605912171162609,Unchanged,NA
ENSMUST00000039782.13,ENSMUSG00000057133,Chd6,Chd6-003,1.0401510736295603,0.0660602407240852,Unchanged,NA
ENSMUST00000193683.5,ENSMUSG00000026575,Nme7,Nme7-003,2.1184447915942313,0.0660602407240852,Unchanged,NA
ENSMUST00000099274.2,ENSMUSG00000074746,Pdzd8,Pdzd8-201,1.075602109248572,0.06607147848328235,Unchanged,NA
ENSMUST00000133154.6,ENSMUSG00000061175,Fnip2,Fnip2-001,1.1571925043659828,0.06607147848328235,Unchanged,NA
ENSMUST00000108236.4,ENSMUSG00000074227,Spint2,Spint2-202,0.5623089613690749,0.06611930187191903,Unchanged,NA
ENSMUST00000131184.7,ENSMUSG00000023051,Tarbp2,Tarbp2-002,0.7284797341532053,0.06612144098257831,Unchanged,NA
ENSMUST00000031795.7,ENSMUSG00000029781,Fkbp9,Fkbp9-001,1.0946905527909159,0.06612144098257831,Unchanged,NA
ENSMUST00000189698.6,ENSMUSG00000026201,Stk16,Stk16-014,1.4561712518024017,0.06612144098257831,Unchanged,NA
ENSMUST00000144225.8,ENSMUSG00000030965,Fam175b,Fam175b-004,2.149400300753814,0.0661692304250227,Unchanged,NA
ENSMUST00000138602.2,ENSMUSG00000028163,Nfkb1,Nfkb1-002,1.443650265276582,0.06617067603731387,Unchanged,NA
ENSMUST00000036153.11,ENSMUSG00000034432,Cops8,Cops8-001,0.934883568822921,0.06617067603731387,Unchanged,NA
ENSMUST00000023207.14,ENSMUSG00000022548,Apod,Apod-003,1.7490679934057283,0.06617067603731387,Unchanged,NA
ENSMUST00000057921.9,ENSMUSG00000062421,Arf2,Arf2-001,0.938616420155924,0.06619386039090959,Unchanged,NA
ENSMUST00000113904.8,ENSMUSG00000029179,Zcchc4,Zcchc4-001,0.916891612023009,0.06620105552376764,Unchanged,NA
ENSMUST00000107123.9,ENSMUSG00000020923,Ubtf,Ubtf-011,1.9777573434035922,0.06620137967335452,Unchanged,NA
ENSMUST00000021937.11,ENSMUSG00000021481,Zfp346,Zfp346-001,0.8814811275250392,0.06620766607776779,Unchanged,NA
ENSMUST00000049294.3,ENSMUSG00000040824,Snrpd2,Snrpd2-001,0.7926503573450054,0.06622529786720364,Unchanged,NA
ENSMUST00000198861.1,ENSMUSG00000029635,Cdk8,Cdk8-008,1.3037626362370633,0.06624169485789849,Unchanged,NA
ENSMUST00000111343.1,ENSMUSG00000029430,Ran,Ran-002,2.1988322823013986,0.06626035486810963,Unchanged,NA
ENSMUST00000106702.3,ENSMUSG00000020611,Gna13,Gna13-002,0.7855257210337421,0.06626035486810963,Unchanged,NA
ENSMUST00000130458.7,ENSMUSG00000092260,Zfp963,Zfp963-001,0.7920242394646955,0.06626746624152703,Unchanged,NA
ENSMUST00000055984.6,ENSMUSG00000048039,Isg20l2,Isg20l2-001,0.9848302183176914,0.06629678657203535,Unchanged,NA
ENSMUST00000002445.8,ENSMUSG00000002372,Ranbp3,Ranbp3-201,0.8963060179115616,0.0663341693453172,Unchanged,NA
ENSMUST00000098845.9,ENSMUSG00000035203,Epn1,Epn1-001,1.0951620612359243,0.0663341693453172,Unchanged,NA
ENSMUST00000028083.5,ENSMUSG00000026750,Psmb7,Psmb7-001,1.016075316603095,0.06633622897880817,Unchanged,NA
ENSMUST00000168520.2,ENSMUSG00000025436,Xrcc6bp1,Xrcc6bp1-202,0.7631344886774178,0.06635215446715405,Unchanged,NA
ENSMUST00000040270.4,ENSMUSG00000025228,Actr1a,Actr1a-201,1.0098991111503204,0.0663976403729447,Unchanged,NA
ENSMUST00000040962.5,ENSMUSG00000034875,Nudt19,Nudt19-001,1.079832318683402,0.06645400446905314,Unchanged,NA
ENSMUST00000114385.8,ENSMUSG00000059208,Hnrnpm,Hnrnpm-003,0.8530358191653389,0.06645641781404148,Unchanged,NA
ENSMUST00000046977.11,ENSMUSG00000039167,Adgrl4,Adgrl4-001,0.8094392419181434,0.0664864089443797,Unchanged,NA
ENSMUST00000152080.7,ENSMUSG00000019731,Slc35e1,Slc35e1-001,1.0841171551784141,0.06649802976937015,Unchanged,NA
ENSMUST00000074783.11,ENSMUSG00000066842,Hmcn1,Hmcn1-001,0.48721695951581073,0.06649802976937015,Unchanged,NA
ENSMUST00000016553.4,ENSMUSG00000016409,Nkap,Nkap-001,1.0756487593182247,0.06654925937829632,Unchanged,NA
ENSMUST00000024889.13,ENSMUSG00000024083,Pja2,Pja2-202,0.3582365452016226,0.06657768181079984,Unchanged,NA
ENSMUST00000031434.7,ENSMUSG00000029474,Rnf34,Rnf34-001,0.982334962955009,0.06657768181079984,Unchanged,NA
ENSMUST00000116420.3,ENSMUSG00000034442,Trmt5,Trmt5-201,1.1408853190933448,0.06668472703869674,Unchanged,NA
ENSMUST00000000129.12,ENSMUSG00000000127,Fer,Fer-201,1.1419631472513034,0.06669590875913713,Unchanged,NA
ENSMUST00000003183.11,ENSMUSG00000003099,Ppp5c,Ppp5c-001,1.048461767409583,0.06669651734151956,Unchanged,NA
ENSMUST00000099172.4,ENSMUSG00000074657,Kif5a,Kif5a-201,0.7787294922385675,0.06669656354341814,Unchanged,NA
ENSMUST00000028795.9,ENSMUSG00000027323,Rad51,Rad51-001,0.3829654388224363,0.06670091508955402,Unchanged,NA
ENSMUST00000066039.6,ENSMUSG00000053536,Cstf2t,Cstf2t-201,0.9184786372245862,0.06675577222826516,Unchanged,NA
ENSMUST00000001412.16,ENSMUSG00000001376,Ccdc132,Ccdc132-001,1.311906377970089,0.06678036958266165,Unchanged,NA
ENSMUST00000048642.14,ENSMUSG00000033918,Parl,Parl-001,0.879646830652314,0.06678036958266165,Unchanged,NA
ENSMUST00000048781.3,ENSMUSG00000040618,Pck2,Pck2-201,2.177135700197281,0.06679887648471573,Unchanged,NA
ENSMUST00000045174.5,ENSMUSG00000039770,Ypel5,Ypel5-201,0.9915833788919568,0.06680785548169546,Unchanged,NA
ENSMUST00000021381.5,ENSMUSG00000020994,Pnn,Pnn-201,1.0299090575800698,0.0668149933426507,Unchanged,NA
ENSMUST00000059193.6,ENSMUSG00000048376,F2r,F2r-201,0.8595521542022038,0.06684750837273891,Unchanged,NA
ENSMUST00000015239.9,ENSMUSG00000015095,Fbxw5,Fbxw5-001,0.973268673243176,0.06685094376581757,Unchanged,NA
ENSMUST00000128764.8,ENSMUSG00000021963,Sap18,Sap18-001,0.9422094765905037,0.06686078067031127,Unchanged,NA
ENSMUST00000066743.10,ENSMUSG00000053950,Adnp2,Adnp2-001,1.137066580921511,0.0668949193727952,Unchanged,NA
ENSMUST00000142664.2,ENSMUSG00000029470,P2rx4,P2rx4-004,1.9412568363736271,0.0668949193727952,Unchanged,NA
ENSMUST00000118661.7,ENSMUSG00000020160,Meis1,Meis1-006,0.6809074852117097,0.06690508055526805,Unchanged,NA
ENSMUST00000022909.9,ENSMUSG00000022300,Dcaf13,Dcaf13-001,0.982970491275216,0.06697737685938294,Unchanged,NA
ENSMUST00000201446.2,ENSMUSG00000106903,Dcaf13,Dcaf13-001,0.982970491275216,0.06697737685938294,Unchanged,NA
ENSMUST00000026975.10,ENSMUSG00000025857,Dnaaf5,Dnaaf5-001,1.1039632987503036,0.06699343565315377,Unchanged,NA
ENSMUST00000162505.7,ENSMUSG00000014767,Tbp,Tbp-001,0.8930498483817865,0.06699343565315377,Unchanged,NA
ENSMUST00000061639.9,ENSMUSG00000049516,Spty2d1,Spty2d1-201,1.1135861337615283,0.06705729011025789,Unchanged,NA
ENSMUST00000030661.13,ENSMUSG00000028848,Gpn2,Gpn2-001,0.8322844730488907,0.06705771277551002,Unchanged,NA
ENSMUST00000190894.1,ENSMUSG00000023826,Park2,Park2-006,0.5219495642698209,0.06708366859389643,Unchanged,NA
ENSMUST00000030723.2,ENSMUSG00000028890,Mtf1,Mtf1-201,1.2015471777505942,0.06708366859389643,Unchanged,NA
ENSMUST00000033429.8,ENSMUSG00000031103,Elf4,Elf4-201,0.5725413486155209,0.06713619536846735,Unchanged,NA
ENSMUST00000028909.4,ENSMUSG00000027423,Snx5,Snx5-003,0.9722300601136867,0.0671530178362847,Unchanged,NA
ENSMUST00000056755.7,ENSMUSG00000031934,Panx1,Panx1-002,0.23830218683364238,0.067209546090669,Unchanged,NA
ENSMUST00000153459.1,ENSMUSG00000009995,Taz,Taz-018,1.4466615840333732,0.067209546090669,Unchanged,NA
ENSMUST00000166032.7,ENSMUSG00000041912,Tdrkh,Tdrkh-001,1.2163215811161867,0.06723750132461129,Unchanged,NA
ENSMUST00000060441.6,ENSMUSG00000046207,Pik3r6,Pik3r6-201,0.4000342576995082,0.06724369070086271,Unchanged,NA
ENSMUST00000182892.7,ENSMUSG00000051285,Pcmtd1,Pcmtd1-004,1.6174361833590432,0.06724369070086271,Unchanged,NA
ENSMUST00000044207.4,ENSMUSG00000039148,Sart1,Sart1-201,0.8779380942368592,0.06726718235018611,Unchanged,NA
ENSMUST00000100857.9,ENSMUSG00000030203,Dusp16,Dusp16-001,1.3338564346870176,0.06727400652146721,Unchanged,NA
ENSMUST00000023760.12,ENSMUSG00000023019,Gpd1,Gpd1-001,0.9379808162552646,0.06727643219656965,Unchanged,NA
ENSMUST00000144471.7,ENSMUSG00000024454,Hdac3,Hdac3-004,0.7970878421382188,0.06728487795619782,Unchanged,NA
ENSMUST00000020090.7,ENSMUSG00000019933,Mrln,Mrln-001,0.27215064009265055,0.06728487795619782,Unchanged,NA
ENSMUST00000079125.6,ENSMUSG00000046229,Scand1,Scand1-201,0.6632203713624089,0.06731232405849966,Unchanged,NA
ENSMUST00000112138.7,ENSMUSG00000027012,Dync1i2,Dync1i2-005,1.1748843837924265,0.06731232405849966,Unchanged,NA
ENSMUST00000074053.5,ENSMUSG00000061104,Gm10094,Gm10094-201,0.9243868411554708,0.06733028405062161,Unchanged,NA
ENSMUST00000131627.1,ENSMUSG00000020184,Mdm2,Mdm2-009,1.4858344399278096,0.06733028405062161,Unchanged,NA
ENSMUST00000075418.14,ENSMUSG00000046027,Stard5,Stard5-001,1.1885249748701405,0.06733111959887814,Unchanged,NA
ENSMUST00000117870.8,ENSMUSG00000015656,Hspa8,Hspa8-009,3.5568693038208794,0.06739679334048987,Unchanged,NA
ENSMUST00000132773.1,ENSMUSG00000074825,Itpripl1,Itpripl1-001,0.6939751188344154,0.06741554392473564,Unchanged,NA
ENSMUST00000058237.13,ENSMUSG00000090124,Ugt1a7c,Ugt1a7c-001,2.0675210980606473,0.06744195891251133,Unchanged,NA
ENSMUST00000019683.10,ENSMUSG00000019539,Rcn3,Rcn3-201,0.46949875842530153,0.06745315485063626,Unchanged,NA
ENSMUST00000022925.9,ENSMUSG00000022312,Eif3h,Eif3h-201,0.9473987396922824,0.06745315485063626,Unchanged,NA
ENSMUST00000029445.12,ENSMUSG00000027852,Nras,Nras-001,0.9961299411873213,0.06745315485063626,Unchanged,NA
ENSMUST00000109747.8,ENSMUSG00000005354,Txn2,Txn2-003,1.5754639814593183,0.0674736262598367,Unchanged,NA
ENSMUST00000004206.9,ENSMUSG00000070319,Eif3g,Eif3g-201,0.8968900488577974,0.0674736262598367,Unchanged,NA
ENSMUST00000109699.10,ENSMUSG00000021595,Nsun2,Nsun2-001,1.0392768384019568,0.06752206183869675,Unchanged,NA
ENSMUST00000129487.7,ENSMUSG00000031314,Taf1,Taf1-003,0.8935486092673947,0.06754044362573719,Unchanged,NA
ENSMUST00000048578.2,ENSMUSG00000041278,Ttc1,Ttc1-201,1.0830667442162343,0.06755713994704808,Unchanged,NA
ENSMUST00000108543.3,ENSMUSG00000057054,Inca1,Inca1-005,0.735319663911741,0.06756500300822822,Unchanged,NA
ENSMUST00000034428.7,ENSMUSG00000031950,Gabarapl2,Gabarapl2-001,0.9602330993881729,0.06759304667045127,Unchanged,NA
ENSMUST00000107042.8,ENSMUSG00000029461,Fam168a,Fam168a-202,2.1682586893281006,0.06761523072449212,Unchanged,NA
ENSMUST00000098666.8,ENSMUSG00000074272,Ceacam1,Ceacam1-002,0.7939192357334914,0.06761523072449212,Unchanged,NA
ENSMUST00000081202.5,ENSMUSG00000063019,Manbal,Manbal-001,0.8895943094340644,0.06767693426157576,Unchanged,NA
ENSMUST00000013949.14,ENSMUSG00000032000,Birc3,Birc3-001,0.8824020765327399,0.06768305108221633,Unchanged,NA
ENSMUST00000002436.10,ENSMUSG00000002365,Snx9,Snx9-201,0.999131206743529,0.06768305108221633,Unchanged,NA
ENSMUST00000025542.9,ENSMUSG00000024640,Psat1,Psat1-001,1.4702170946512287,0.06771188872798795,Unchanged,NA
ENSMUST00000027035.9,ENSMUSG00000025902,Sox17,Sox17-001,0.7243137715852156,0.06771188872798795,Unchanged,NA
ENSMUST00000025338.15,ENSMUSG00000024462,Gabbr1,Gabbr1-001,0.4379517509268167,0.06778899713192474,Unchanged,NA
ENSMUST00000090678.10,ENSMUSG00000068798,Rap1a,Rap1a-001,0.8623598326523111,0.06779846152018579,Unchanged,NA
ENSMUST00000018990.7,ENSMUSG00000018846,Pank3,Pank3-001,1.364594042642783,0.06780622596019391,Unchanged,NA
ENSMUST00000048678.6,ENSMUSG00000033105,Lss,Lss-001,1.2934439740864714,0.06782711204668374,Unchanged,NA
ENSMUST00000037096.8,ENSMUSG00000038085,Cnbd2,Cnbd2-001,0.7524574850338425,0.06789500318161956,Unchanged,NA
ENSMUST00000038584.8,ENSMUSG00000041997,Tlk1,Tlk1-001,1.125670576397077,0.06790316683326443,Unchanged,NA
ENSMUST00000149579.2,ENSMUSG00000039219,Arid4b,Arid4b-006,1.434401909971783,0.06793688555548345,Unchanged,NA
ENSMUST00000021201.5,ENSMUSG00000020841,Cpd,Cpd-001,1.008864560742009,0.06797487153804466,Unchanged,NA
ENSMUST00000001419.8,ENSMUSG00000001383,Zmat2,Zmat2-201,0.9188020470166988,0.06799126389187203,Unchanged,NA
ENSMUST00000174711.7,ENSMUSG00000036398,Ppp1r11,Ppp1r11-003,0.7875156775308438,0.06799126389187203,Unchanged,NA
ENSMUST00000133965.7,ENSMUSG00000028093,Acp6,Acp6-003,1.7937881055239713,0.06805015348321328,Unchanged,NA
